"Feature ID"	"Expression values"	"Gene length"	"Unique gene reads"	"Total gene reads"	"RPKM"	"Chromosome region start"	"Chromosome region end"
MT1448	468.075	528	4244	4244	468.075	1580400	1580927
MT1449	1097.263	825	15545	15545	1097.263	1580999	1581823
fmt	38.016	939	613	613	38.016	1582020	1582958
sun	30.982	1374	731	731	30.982	1582955	1584328
rpe	75.029	690	889	889	75.029	1584362	1585051
ribD	100.71	1020	1764	1764	100.71	1585048	1586067
MT1454	236.114	1557	6313	6313	236.114	1586064	1587620
MT1455	211.259	720	2612	2612	211.259	1587626	1588345
ribE	17.105	606	178	178	17.105	1588421	1589026
MT1457	11.33	771	150	150	11.33	1589376	1590146
MT1458	135.058	1278	2964	2964	135.058	1590251	1591528
ribH	152.637	483	1266	1266	152.637	1591525	1592007
MT1460	69.755	465	557	557	69.755	1592004	1592468
MT1461	44.247	687	522	522	44.247	1592493	1593179
MT1462	62.534	474	509	509	62.534	1593359	1593832
uvrC	38.072	1941	1269	1269	38.072	1593896	1595836
MT1464	50.585	906	787	787	50.585	1595833	1596738
MT1465	67.006	1029	1184	1184	67.006	1596735	1597763
MT1466	58.766	984	993	993	58.766	1597754	1598737
MT1467	20.762	345	123	123	20.762	1598747	1599091
MT1468	33.761	1818	1053	1054	33.761	1599074	1600891
MT1469	38.822	1416	944	944	38.822	1600761	1602176
MT1470	40.343	1608	1114	1114	40.343	1602176	1603783
MT1471	50.216	828	714	714	50.216	1603787	1604614
MT1472	873.918	1269	19044	19044	873.918	1604733	1606001
MT1474	47.776	1587	1302	1302	47.776	1606242	1607828
MT1475	20.727	1770	630	630	20.727	1607939	1609708
MT1476	11.426	1422	279	279	11.426	1609705	1611126
MT1477	75.575	816	1059	1059	75.575	1611290	1612105
MT1478	76.836	144	190	190	76.836	1612112	1612255
MT1479	469.558	663	5346	5346	469.558	1612204	1612866
MT1479.1	192.225	216	713	713	192.225	1612811	1613026
gap	130.455	1020	2285	2285	130.455	1613190	1614209
pgk	119.898	1239	2551	2551	119.898	1614212	1615450
tpiA	94.833	786	1280	1280	94.833	1615447	1616232
MT1483	21.553	589	218	218	21.553	1616248	1616836
MT1484	9.432	426	69	69	9.432	1616844	1617269
secG	98.798	234	397	397	98.798	1617720	1617953
MT1486	29.531	1475	748	748	29.531	1618092	1619566
MT1487	55.956	2301	2211	2211	55.956	1619673	1621973
MT1488	20.867	120	43	43	20.867	1621970	1622089
MT1489	26.481	486	221	221	26.481	1622089	1622574
MT1490	3.235	252	14	14	3.235	1622638	1622889
MT1491	43.498	411	307	307	43.498	1623169	1623579
MT1492	51.894	744	663	663	51.894	1623596	1624339
opcA	50.763	912	795	795	50.763	1624336	1625247
zwf-2	61.211	1545	1624	1624	61.211	1625300	1626844
tal	75.361	1122	1452	1452	75.361	1626841	1627962
tkt	116.334	2178	4351	4351	116.334	1627979	1630156
MT1497.1	5.276	4227	356	383	5.276	1630519	1634745
MT1497.2	5.127	159	14	14	5.127	1634936	1635094
MT1498	104.28	927	1660	1660	104.28	1635144	1636070
MT1499	5.595	2217	189	213	5.595	1636119	1638335
MT1500	22.729	1299	507	507	22.729	1638451	1639749
MT1501	55.461	1008	960	960	55.461	1639777	1640784
MT1502	5.675	903	88	88	5.675	1640744	1641646
MT1503	17.234	936	277	277	17.234	1641596	1642531
MT1504	26.672	786	360	360	26.672	1642640	1643425
MT1505	42.099	942	681	681	42.099	1643422	1644363
MT1506	62.037	1776	1892	1892	62.037	1644519	1646294
MT1507	70.896	837	1019	1019	70.896	1646312	1647148
MT1508	184.418	2541	8047	8047	184.418	1647145	1649685
MT1509	142.316	1194	2918	2918	142.316	1649682	1650875
MT1511	103.186	1254	2222	2222	103.186	1651674	1652927
MT1512	80.146	489	673	673	80.146	1652924	1653412
MT1513	61.58	348	368	368	61.58	1653387	1653734
MT1514	11.901	1830	374	374	11.901	1653829	1655658
MT1514.1	27.155	1128	526	526	27.155	1655765	1656892
MT1515	22.391	1974	759	759	22.391	1657119	1659092
trx-1	15.218	375	98	98	15.218	1659136	1659510
trx-2	29.273	372	187	187	29.273	1659526	1659897
MT1518	49.275	858	726	726	49.275	1659919	1660776
MT1519	32.102	1629	898	898	32.102	1660812	1662440
MT1520	12.739	192	42	42	12.739	1662537	1662728
MT1521	40.578	564	393	393	40.578	1662797	1663360
acnA	152.493	2832	7416	7416	152.493	1663371	1666202
MT1523	33.528	561	323	323	33.528	1666360	1666920
MT1524	228.785	828	3253	3253	228.785	1667737	1668564
MT1525	143.98	726	1795	1795	143.98	1668575	1669300
MT1526	316.999	1134	6173	6173	316.999	1669439	1670572
MT1527	208.862	912	3271	3271	208.862	1670611	1671522
MT1528	159.68	1008	2764	2764	159.68	1671533	1672540
MT1529	4.969	879	75	75	4.969	1672613	1673491
fabG-2	93.847	744	1199	1199	93.847	1673596	1674339
inhA	116.899	810	1626	1626	116.899	1674358	1675167
hemH (NC_002755 1675172..1676207)	30.552	1035	543	543	30.552	1675173	1676207
MT1533	60.249	867	897	897	60.249	1676173	1677039
MT1533.1	102.813	435	768	768	102.813	1677097	1677531
MT1533.2	117.484	1146	2312	2312	117.484	1677553	1678698
MT1534	133.921	357	821	821	133.921	1678708	1679064
MT1535	56.217	231	223	223	56.217	1679098	1679328
MT1536	15.048	1308	338	338	15.048	1679478	1680785
MT1537	41.69	264	189	189	41.69	1680883	1681146
MT1538	102.964	759	1342	1342	102.964	1681364	1682122
mutA	55.713	1848	1768	1768	55.713	1682313	1684160
mutB	48.024	2253	1858	1858	48.024	1684161	1686413
MT1541	43.243	303	225	225	43.243	1686427	1686729
MT1542	40.837	318	223	223	40.837	1686726	1687043
argK	25.379	1005	438	438	25.379	1687040	1688044
MT1545	212.302	1287	4692	4692	212.302	1688100	1689386
MT1546	29.682	618	315	315	29.682	1689459	1690076
MT1547	6.562	213	24	24	6.562	1690290	1690502
MT1548	8.284	471	67	67	8.284	1690491	1690961
MT1549	22.75	1029	402	402	22.75	1691006	1692034
MT1550	25.716	822	363	363	25.716	1692046	1692867
MT1551	59.528	900	920	920	59.528	1693080	1693979
MT1552	13.922	1167	279	279	13.922	1694152	1695318
MT1553	18.187	666	208	208	18.187	1695437	1696102
MT1554	12.903	519	115	115	12.903	1696099	1696617
MT1555	34.053	696	407	407	34.053	1696883	1697578
MT1555.1	37.667	504	326	326	37.667	1697512	1698015
MT1556	35.878	1800	1109	1109	35.878	1698251	1700050
MT1556.1	2.065	141	5	5	2.065	1700224	1700364
MT1557	17.034	882	258	258	17.034	1700368	1701249
MT1558	19.972	519	178	178	19.972	1701451	1701969
MT1560	15.71	771	208	208	15.71	1701978	1702748
MT1560.1	29.81	420	215	215	29.81	1702752	1703171
gmd	56.454	1047	1015	1015	56.454	1703205	1704251
wcaG	42.831	1017	748	748	42.831	1704200	1705216
MT1563	34.686	732	436	436	34.686	1705213	1705944
MT1564	9.226	789	125	125	9.226	1705962	1706750
MT1565	8.319	987	141	141	8.319	1706785	1707771
MT1566	8.304	1122	159	160	8.304	1707684	1708805
MT1567	8.145	765	107	107	8.145	1709026	1709790
MT1568	5.156	960	85	85	5.156	1709799	1710758
MT1569	21.784	270	101	101	21.784	1710888	1711157
MT1570	15.833	1074	292	292	15.833	1711150	1712223
MT1571	2.607	201	9	9	2.607	1712212	1712412
MT1572	103.571	1752	3116	3116	103.571	1712457	1714208
MT1573	29.768	3441	1759	1759	29.768	1714327	1717767
MT1574	20.388	954	334	334	20.388	1717898	1718851
MT1575	18.523	1245	396	396	18.523	1718881	1720125
MT1576	23.264	786	314	314	23.264	1720172	1720957
MT1577	15.093	1281	332	332	15.093	1720935	1722215
MT1578	38.995	6302	4220	4220	38.995	1722238	1728539
MT1578.1	8.382	132	19	19	8.382	1728784	1728915
MT1579	8.887	498	76	76	8.887	1729107	1729604
MT1580	13.804	1755	416	416	13.804	1729656	1731410
MT1581	9.917	1104	188	188	9.917	1731527	1732630
MT1582	42.828	567	417	417	42.828	1732627	1733193
MT1583	73.093	435	546	546	73.093	1733270	1733704
MT1584	313.697	1127	6071	6071	313.697	1733764	1734890
MT1585	172.983	678	2014	2014	172.983	1734887	1735564
MT1585.1	625.319	168	1804	1804	625.319	1735761	1735928
MT1586	99.513	237	405	405	99.513	1736129	1736365
ileS	66.244	3126	3556	3556	66.244	1736672	1739797
MT1589	7.284	1407	176	176	7.284	1739994	1741400
ansA	23.151	981	390	390	23.151	1741365	1742345
lspA	146.206	609	1529	1529	146.206	1742397	1743005
MT1592	106.039	927	1688	1688	106.039	1742998	1743924
MT1593	46.861	594	478	478	46.861	1743931	1744524
MT1594	15.586	411	110	110	15.586	1744579	1744989
MT1595	75.065	903	1164	1164	75.065	1745340	1746242
MT1596	90.32	804	1247	1247	90.32	1746247	1747050
MT1596.1	62.831	228	246	246	62.831	1747072	1747299
MT1597	53.785	432	399	399	53.785	1747348	1747779
dnaE	58.529	3555	3573	3573	58.529	1747847	1751401
MT1599	12.04	2283	472	472	12.04	1751450	1753732
MT1600	6.855	1716	202	202	6.855	1753870	1755585
MT1601	4.026	1866	129	129	4.026	1755599	1757464
MT1602	5.257	288	26	26	5.257	1757562	1757849
frdA	4.554	1752	137	137	4.554	1757835	1759586
frdB	3.131	744	40	40	3.131	1759589	1760332
frdC	4.891	381	32	32	4.891	1760329	1760709
frdD	7.241	378	47	47	7.241	1760706	1761083
MT1607	12.813	609	134	134	12.813	1761151	1761759
MT1608	8.828	1194	181	181	8.828	1761898	1763091
MT1609	52.762	447	405	405	52.762	1763101	1763547
ilvA	102.97	1290	2281	2281	102.97	1763582	1764871
MT1611	21.007	219	79	79	21.007	1764909	1765127
MT1612	11.791	405	82	82	11.791	1765133	1765537
treZ	14.574	1830	458	458	14.574	1765554	1767383
treY	15.23	2298	601	601	15.23	1767289	1769586
glgX	29.171	2166	1085	1085	29.171	1769590	1771755
MT1616	93.466	2190	3515	3515	93.466	1771794	1773983
MT1617	179.049	750	2306	2306	179.049	1774082	1774831
MT1618	17.368	285	85	85	17.368	1775014	1775298
bioA	14.714	1314	332	332	14.714	1775546	1776859
bioF	40.628	1161	810	810	40.628	1776856	1778016
bioD	39.421	681	461	461	39.421	1778013	1778693
MT1622	20.553	510	180	180	20.553	1778693	1779202
MT1622.1	19.814	723	60	246	19.814	1779348	1780070
MT1623	12.622	669	92	145	12.622	1780075	1780743
bioB	59.01	1050	1064	1064	59.01	1781191	1782240
MT1625	67.211	240	277	277	67.211	1782241	1782480
MT1626	38.422	582	384	384	38.422	1782561	1783142
MT1627	18.269	102	32	32	18.269	1783197	1783298
MT1628	48.443	1368	1138	1138	48.443	1783307	1784674
MT1629	97.819	534	897	897	97.819	1784904	1785437
nadA	582.669	1050	10506	10506	582.669	1785663	1786712
nadB	615.167	1584	16733	16733	615.167	1786712	1788295
nadC	492.691	888	7513	7513	492.691	1788265	1789152
MT1633	45.958	759	599	599	45.958	1789201	1789959
MT1634	50.866	411	359	359	50.866	1789980	1790390
hisD	148.314	1344	3423	3423	148.314	1790463	1791806
hisC-1	95.12	1143	1867	1867	95.12	1791803	1792945
hisB	97.884	633	1064	1064	97.884	1792942	1793574
hisH	85.334	621	910	910	85.334	1793571	1794191
hisA	96.739	735	1221	1221	96.739	1794204	1794938
MT1640	116.539	813	1627	1627	116.539	1794946	1795758
hisF	112.629	804	1555	1555	112.629	1795760	1796563
hisI	48.695	348	291	291	48.695	1796560	1796907
MT1642	33.284	1083	619	619	33.284	1797088	1798170
bcp-1	36.693	465	293	293	36.693	1798205	1798669
trpE	71.262	1551	1898	1898	71.262	1798810	1800360
MT1645	53.957	708	656	656	53.957	1800350	1801057
trpC	325.944	849	4752	4752	325.944	1801117	1801965
trpB	193.24	1269	4211	4211	193.24	1801998	1803266
trpA	240.527	813	3358	3358	240.527	1803266	1804078
MT1649	179.75	1407	4343	4343	179.75	1804078	1805484
MT1650	50.768	156	136	136	50.768	1805435	1805590
MT1650.1	26.146	294	132	132	26.146	1805652	1805945
MT1651	106.168	441	804	804	106.168	1806160	1806600
MT1652	64.218	399	440	440	64.218	1806590	1806988
pyk	52.529	1419	1280	1280	52.529	1807096	1808514
tesB-1	41.52	885	631	631	41.52	1808540	1809424
MT1655	11.247	1455	281	281	11.247	1809482	1810936
cydC	22.977	1731	683	683	22.977	1810870	1812600
cydD	39.043	1584	1062	1062	39.043	1812597	1814180
cydB	32.669	1041	584	584	32.669	1814267	1815307
cydA	51.643	1458	1293	1293	51.643	1815337	1816794
MT1660	27.928	588	282	282	27.928	1816905	1817492
MT1661	93.515	1332	2139	2139	93.515	1817521	1818852
MTt20	0.756	77	1	1	0.756	1818919	1818995
MT1662	172.1	627	1853	1853	172.1	1819078	1819704
MT1663	195.509	1209	4059	4059	195.509	1819772	1820980
MT1664	135.05	492	1141	1141	135.05	1820977	1821468
polA	30.329	2715	1414	1414	30.329	1821572	1824286
rpsA	336.152	1446	8347	8347	336.152	1824449	1825894
coaE	116.705	1224	2453	2453	116.705	1825920	1827143
MT1668	72.136	444	550	550	72.136	1827294	1827737
uvrB	76.701	2220	2924	2924	76.701	1827859	1830078
MT1670	51.201	1416	1245	1245	51.201	1830075	1831490
MT1671	42.492	1698	1239	1239	42.492	1831479	1833176
MT1672	172.06	441	1303	1303	172.06	1833358	1833798
MT1673	70.833	795	967	967	70.833	1833805	1834599
uvrA	55.938	2943	2827	2827	55.938	1834624	1837566
MT1676	73.808	258	327	327	73.808	1837623	1837880
MT1677	140.712	1470	3552	3552	140.712	1837896	1839365
lysS (NC_002755 1839423..1842981)	20.262	3558	1238	1238	20.262	1839424	1842981
infC	837.201	555	7979	7979	837.201	1843231	1843785
rpmI	510.366	195	1709	1709	510.366	1843835	1844029
rplT	612.349	390	4101	4101	612.349	1844091	1844480
MT1682	240	783	3227	3227	240	1844513	1845295
MT1683	47.921	1056	869	869	47.921	1845306	1846361
MT1684	67.908	933	1088	1088	67.908	1846671	1847603
MT1685	39.769	984	672	672	39.769	1847648	1848631
MT1686	43.369	807	601	601	43.369	1848638	1849444
pheS	38.085	1026	671	671	38.085	1849640	1850665
pheT	39.452	2496	1691	1691	39.452	1850665	1853160
MT1689	28.292	3036	1475	1475	28.292	1853254	1856289
argC	12.593	1059	229	229	12.593	1856483	1857541
argJ	31.585	1215	659	659	31.585	1857538	1858752
argB	34.545	885	525	525	34.545	1858749	1859633
argD	29.77	1203	615	615	29.77	1859630	1860832
argF	28.298	924	449	449	28.298	1860829	1861752
argR	25.273	606	263	263	25.273	1861749	1862354
argG	57.99	1197	1192	1192	57.99	1862269	1863465
argH	38.122	1413	925	925	38.122	1863545	1864957
MT1698	38.768	1062	707	707	38.768	1865066	1866127
MT1701	35.035	6381	3839	3839	35.035	1866210	1872590
MT1702	34.657	4809	2862	2862	34.657	1872610	1877418
MT1703	24.081	1509	624	624	24.081	1877418	1878926
MT1704	21.242	3054	1114	1114	21.242	1878932	1881985
MT1705	23.359	1062	426	426	23.359	1882132	1883193
MT1706	12.171	1311	274	274	12.171	1883176	1884486
MT1707	10.886	1776	332	332	10.886	1884483	1886258
MT1707.1	0.381	153	1	1	0.381	1886737	1886889
MT1708	8.702	348	52	52	8.702	1886922	1887269
MT1709	5.202	459	41	41	5.202	1887211	1887669
MT1710	28.111	1332	643	643	28.111	1887678	1889009
MT1711	4.119	933	66	66	4.119	1889102	1890034
MT1712	3.634	657	41	41	3.634	1890062	1890718
MT1713	0.874	333	5	5	0.874	1890717	1891049
MT1714	4.358	735	55	55	4.358	1891043	1891777
MT1715	128.802	576	1274	1274	128.802	1891978	1892553
MT1716	91.646	549	864	864	91.646	1892550	1893098
MT1717	32.542	102	57	57	32.542	1893095	1893196
MT1718	109.1	909	1703	1703	109.1	1893193	1894101
MT1719	62.957	1122	1213	1213	62.957	1894101	1895222
MT1720	37.975	825	538	538	37.975	1895231	1896055
MT1721	39.758	996	680	680	39.758	1896049	1897044
MT1722	94.998	849	1385	1385	94.998	1897274	1898122
MT1723	73.512	3072	3878	3878	73.512	1898324	1901395
MT1724	28.211	225	109	109	28.211	1901388	1901612
MT1725	22.398	624	240	240	22.398	1901578	1902201
MT1726	14.965	681	175	175	14.965	1902203	1902883
MT1727	9.478	768	125	125	9.478	1902955	1903722
MT1727.1	4.377	612	46	46	4.377	1903781	1904392
tyrS	18.863	1275	413	413	18.863	1904404	1905678
MT1729	37.609	384	248	248	37.609	1906329	1906712
MT1730	23.665	753	306	306	23.665	1906751	1907503
MT1731	26.869	1062	490	490	26.869	1907500	1908561
MT1732	82.251	177	250	250	82.251	1908558	1908734
tlyA	47.698	807	661	661	47.698	1908742	1909548
ppnK	68.317	924	1084	1084	68.317	1909548	1910471
recN	39.285	1764	1190	1190	39.285	1910485	1912248
MT1736	291.76	1182	5922	5922	291.76	1912344	1913525
MT1737	136	960	2242	2242	136	1913532	1914491
pyrG	116.633	1761	3527	3527	116.633	1914631	1916391
MT1739	101.536	624	1088	1088	101.536	1916384	1917007
xerD	101.038	936	1624	1624	101.038	1917004	1917939
MT1741	35.281	1365	827	827	35.281	1918013	1919377
MT1742	24.803	216	92	92	24.803	1919658	1919873
MT1743	87.268	702	1052	1052	87.268	1919933	1920634
MT1744	60.743	1671	1743	1743	60.743	1920588	1922258
MT1745	95.195	1158	1893	1893	95.195	1922299	1923456
MT1746	102.806	1185	2092	2092	102.806	1923496	1924680
MT1746.1	20.47	165	58	58	20.47	1925135	1925299
MT1747	16.557	204	58	58	16.557	1925284	1925487
MT1748	30.054	1461	754	754	30.054	1925684	1927144
MT1749	62.41	753	807	807	62.41	1927366	1928118
scpA	65.539	837	942	942	65.539	1928115	1928951
scpB	75.386	696	901	901	75.386	1928948	1929643
MT1751.1	75.818	765	996	996	75.818	1929640	1930404
cmk	79.746	693	949	949	79.746	1930401	1931093
engA	101.24	1392	2420	2420	101.24	1931090	1932481
MT1753.1	25.786	813	360	360	25.786	1932655	1933467
MT1754	14.32	915	225	225	14.32	1933461	1934375
MT1755	25.438	831	363	363	25.438	1934378	1935208
MT1756	15.264	351	92	92	15.264	1935208	1935558
MT1757	17.756	1161	354	354	17.756	1935413	1936573
MT1758	15.977	780	214	214	15.977	1936443	1937222
MT1759	15.098	108	28	28	15.098	1937219	1937326
MTt21	1.574	74	2	2	1.574	1937415	1937488
MT1760	8.522	123	18	18	8.522	1937662	1937784
MT1761	11.647	390	78	78	11.647	1937832	1938221
MT1762	14.814	228	58	58	14.814	1938218	1938445
MT1763	12.706	1485	324	324	12.706	1938663	1940147
MT1764	6.999	1248	150	150	6.999	1940144	1941391
MT1765	5.407	420	39	39	5.407	1941434	1941853
MT1766	11.564	564	112	112	11.564	1941843	1942406
MT1767	4.58	1386	109	109	4.58	1942653	1944038
MT1768	7.662	570	75	75	7.662	1944071	1944640
MT1769	34.026	777	454	454	34.026	1944665	1945441
MT1770	15.69	939	253	253	15.69	1945432	1946370
pbp-2	18.009	1620	501	501	18.009	1946550	1948169
MT1771.1	6.309	120	13	13	6.309	1948124	1948243
gabD2	62.909	1557	1682	1682	62.909	1948535	1950091
MT1773	70.326	549	663	663	70.326	1950101	1950649
MT1774	6.828	597	70	70	6.828	1950713	1951309
MT1775	45.673	357	280	280	45.673	1951539	1951895
MT1776	2.745	594	28	28	2.745	1952149	1952742
MT1777	0.959	243	4	4	0.959	1952745	1952987
MT1778	6.54	1959	220	220	6.54	1953086	1955044
narK-3	5.049	1188	103	103	5.049	1955041	1956228
MT1780	17.268	462	137	137	17.268	1956338	1956799
MT1781	4.602	1683	133	133	4.602	1956813	1958495
MT1782	30.347	213	111	111	30.347	1958563	1958775
MT1783	27.363	249	117	117	27.363	1958775	1959023
MT1784	13.888	738	176	176	13.888	1959031	1959768
MT1785	33.687	1701	984	984	33.687	1959862	1961562
MT1786	31.89	462	253	253	31.89	1961847	1962308
idi	38.822	612	408	408	38.822	1962238	1962849
MT1788	23.44	1431	576	576	23.44	1962996	1964426
MT1789	62.682	2592	2790	2790	62.682	1964494	1967085
MT1790	1.82	96	3	3	1.82	1967282	1967377
MT1791	14.479	732	182	182	14.479	1967458	1968189
MT1792	24.734	558	237	237	24.734	1968186	1968743
MT1793	10.634	1599	292	292	10.634	1968827	1970425
MT1794	89.113	1239	1896	1896	89.113	1970623	1971861
MT1795	21.094	450	163	163	21.094	1971988	1972437
MT1796	16.287	3318	928	928	16.287	1972472	1975789
MT1797	16.142	1692	469	469	16.142	1975993	1977684
MT1798	6.988	150	18	18	6.988	1977722	1977871
MT1799	10.365	1545	275	275	10.365	1977868	1979412
MT1800	14.635	1146	288	288	14.635	1979541	1980686
MT1801	6.896	1140	135	135	6.896	1980876	1982015
MT1802	32.195	2838	1569	1569	32.195	1982216	1985053
MT1803	3.224	885	0	49	3.224	1985567	1986451
MT1804	6.411	327	0	36	6.411	1986502	1986828
MT1805	2.218	525	20	20	2.218	1986864	1987388
MT1807	8.171	2744	385	385	8.171	1987655	1990398
MT1808	12.692	234	51	51	12.692	1990560	1990793
MT1809	24.702	1596	677	677	24.702	1990887	1992482
MT1810	13.042	384	86	86	13.042	1992492	1992875
MT1811	26.423	789	358	358	26.423	1992875	1993663
MT1812	8.71	468	70	70	8.71	1993803	1994270
MT1813	16.747	153	44	44	16.747	1994368	1994520
MT1814	3.938	1257	0	85	3.938	1994681	1995937
MT1814.2	10.528	354	64	64	10.528	1995998	1996351
MT1815	72.003	609	753	753	72.003	1996348	1996956
MT1816	21.999	270	102	102	21.999	1997159	1997428
MT1817	15.529	360	96	96	15.529	1997496	1997855
MT1818	72.863	1855	2321	2321	72.863	1998036	1999890
MT1820	57.701	1203	1192	1192	57.701	2000088	2001290
MT1820.1	54.569	1287	1206	1206	54.569	2001298	2002584
MT1821	31.357	1287	693	693	31.357	2002581	2003867
MT1821.1	102.949	168	297	297	102.949	2004062	2004229
MT1822	85.663	138	203	203	85.663	2004260	2004397
MT1823	32.103	780	430	430	32.103	2004440	2005219
MT1824	23.189	1341	534	534	23.189	2005252	2006592
MT1825	65.7	819	924	924	65.7	2006592	2007410
MT1826	34.463	561	332	332	34.463	2007415	2007975
MT1827	4.909	1305	110	110	4.909	2008076	2009380
MT1828	37.559	507	327	327	37.559	2009501	2010007
MT1829	115.169	1794	3548	3548	115.169	2010106	2011899
MT1830	74.031	564	717	717	74.031	2012119	2012682
malQ	31.165	2175	1164	1164	31.165	2012722	2014896
MT1832	172.404	1521	4503	4503	172.404	2015160	2016680
MT1833	114.013	4176	8176	8176	114.013	2016677	2020852
MT1834	19.548	1281	430	430	19.548	2020867	2022147
MT1835	9.991	204	35	35	9.991	2022248	2022451
MT1836	27.969	1218	384	585	27.969	2022601	2023818
MT1837	29.311	300	151	151	29.311	2023897	2024196
MT1838	123.582	1236	2623	2623	123.582	2024156	2025391
MT1838.1	10.186	303	53	53	10.186	2025431	2025733
MT1839	7.413	1092	109	139	7.413	2025806	2026897
MT1839.1	2.426	168	7	7	2.426	2026843	2027010
MT1840	189.534	318	1035	1035	189.534	2027306	2027623
MT1841	347.637	297	1334	1773	347.637	2027767	2028063
MT1842	402.119	285	1648	1968	402.119	2028114	2028398
MT1843	250.734	903	3888	3888	250.734	2028486	2029388
MT1844	154.019	1512	3999	3999	154.019	2029660	2031171
MT1845	211.437	1758	6383	6383	211.437	2031149	2032906
MT1846	257.878	1221	5407	5407	257.878	2032903	2034123
