Gene ID	Gene Name	Value 1	Value 2	log2 (fold change)	Test Statistics	p value	q value
gene2878	htpX	1.08905	2.37713	1.12615	0	1	1
gene2879	PA2831	0	0.506674	inf	0	1	1
gene288	gpuP	0	0	0	0	1	1
gene2880	tpm	0.889271	0.304477	-1.54629	0	1	1
gene2881	PA2833	0	0	0	0	1	1
gene2882	PA2834	0	1.77887	inf	0	1	1
gene2883	PA2835	0	0.428267	inf	0	1	1
gene2884	PA2836	0	0.165506	inf	0	1	1
gene2885	PA2837	0	0	0	0	1	1
gene2886	PA2838	0	0.288167	inf	0	1	1
gene2887	PA2839	0	0	0	0	1	1
gene2888	PA2840	0.32966	0.726884	1.14075	0	1	1
gene2889	PA2841	0	0	0	0	1	1
gene289	gpuA	0.424637	1.51461	1.83465	0	1	1
gene2890	PA2842	0	0	0	0	1	1
gene2891	PA2843	1.15946	0.401894	-1.52857	0	1	1
gene2892	PA2844	0	0	0	0	1	1
gene2893	PA2845	0	0	0	0	1	1
gene2894	PA2846	0	0	0	0	1	1
gene2895	PA2847	0	0	0	0	1	1
gene2896	PA2848	0	0	0	0	1	1
gene2897	ohrR	0.883135	4.21356	2.25434	0	1	1
gene2898	ohr	0	0	0	0	1	1
gene2899	efp	47.1478	40.4897	-0.219634	-0.384522	0.4965	0.630859
gene29	PA0030	0	0	0	0	1	1
gene290	gpuR	0.7405	0	-inf	0	1	1
gene2900	PA2852	1.41036	1.76856	0.326512	0	1	1
gene2901	PA2852.1	0	0	0	0	1	1
gene2902	oprI	18.1712	9.86913	-0.880658	-0.419459	0.39935	0.555543
gene2903	PA2854	7.31703	10.2582	0.487448	0.681401	0.2418	0.409926
gene2904	PA2855	0	1.23868	inf	0	1	1
gene2905	tesA	2.39499	1.77506	-0.432148	0	1	1
gene2906	PA2857	0	0.288476	inf	0	1	1
gene2907	PA2858	0.187804	0.162924	-0.205023	0	1	1
gene2908	greB	5.83665	5.07986	-0.200349	0	1	1
gene2909	PA2860	0.931232	2.31121	1.31143	0	1	1
gene291	PA0290	1.17301	0.184729	-2.66673	0	1	1
gene2910	ligT	0	0	0	0	1	1
gene2911	lipA	0	0.30177	inf	0	1	1
gene2912	lipH	0	0	0	0	1	1
gene2913	PA2864	0	0	0	0	1	1
gene2914	PA2865	0.345402	0.300415	-0.201321	0	1	1
gene2915	mttC	0	0.364932	inf	0	1	1
gene2916	PA2867	2.52465	1.28515	-0.97415	0	1	1
gene2917	PA2868	0	0	0	0	1	1
gene2918	PA2869	0	0.773947	inf	0	1	1
gene2919	PA2870	0	0	0	0	1	1
gene292	oprE	20.563	6.97732	-1.5593	-2.60418	5e-05	0.000698837
gene2920	PA2871	0.691085	0.624608	-0.145912	0	1	1
gene2921	PA2872	0	0	0	0	1	1
gene2922	PA2873	0.41837	0.469008	0.164831	0	1	1
gene2923	PA2874	0	0	0	0	1	1
gene2924	PA2875	0.338334	0	-inf	0	1	1
gene2925	pyrF	0	0	0	0	1	1
gene2926	PA2877	0	0.336351	inf	0	1	1
gene2927	PA2878	0	0	0	0	1	1
gene2928	PA2879	0	0.20552	inf	0	1	1
gene2929	PA2880	0	1.14053	inf	0	1	1
gene293	aguA	0.550423	5.12599	3.21922	0	1	1
gene2930	PA2881	0	0	0	0	1	1
gene2931	PA2882	0	0	0	0	1	1
gene2932	PA2883	0	3.97333	inf	0	1	1
gene2933	PA2884	0	0.799493	inf	0	1	1
gene2934	atuR	0.419462	0.347183	-0.272843	0	1	1
gene2935	atuA	0.203712	0	-inf	0	1	1
gene2936	atuB	0	0.53515	inf	0	1	1
gene2937	atuC	0.126393	0.102312	-0.304943	0	1	1
gene2938	atuD	0.367635	0	-inf	0	1	1
gene2939	atuE	0	0	0	0	1	1
gene294	aguB	0.471814	5.8819	3.63999	0	1	1
gene2940	atuF	0	0.0815079	inf	0	1	1
gene2941	atuG	0	0.372326	inf	0	1	1
gene2942	atuH	0	0.139174	inf	0	1	1
gene2943	PA2894	0	0.914546	inf	0	1	1
gene2944	PA2895	0	0	0	0	1	1
gene2945	PA2896	0.811422	2.78128	1.77722	0	1	1
gene2946	PA2897	2.12091	3.68907	0.798576	0	1	1
gene2947	PA2898	0	1.15516	inf	0	1	1
gene2948	PA2899	0.716831	0.632312	-0.180996	0	1	1
gene2949	PA2900	0.678217	0.762378	0.168761	0	1	1
gene295	aguR	0.51063	2.52018	2.30318	0	1	1
gene2950	PA2901	1.77861	1.20746	-0.558773	0	1	1
gene2951	PA2902	0	0.699598	inf	0	1	1
gene2952	cobJ	0.121164	0.0980397	-0.30552	0	1	1
gene2953	cobI	0	0	0	0	1	1
gene2954	cobH	0.735909	0.507154	-0.537105	0	1	1
gene2955	PA2906	0	0	0	0	1	1
gene2956	cobL	0	0	0	0	1	1
gene2957	cbiD	0	0	0	0	1	1
gene2958	PA2909	0	0.437416	inf	0	1	1
gene2959	PA2910	0.44681	0	-inf	0	1	1
gene296	PA0295	4.87642	2.45722	-0.988793	0	1	1
gene2960	PA2911	0	0	0	0	1	1
gene2961	PA2912	0	0	0	0	1	1
gene2962	PA2913	0.226462	0.472896	1.06225	0	1	1
gene2963	PA2914	0.210928	0.707913	1.74682	0	1	1
gene2964	PA2915	0	0	0	0	1	1
gene2965	PA2916	0	0	0	0	1	1
gene2966	PA2917	0.501835	0.568977	0.181159	0	1	1
gene2967	PA2918	5.13608	1.66144	-1.62824	0	1	1
gene2968	PA2919	0	0	0	0	1	1
gene2969	PA2920	1.67013	0.48659	-1.77918	0	1	1
gene297	spuI	3.3966	4.59255	0.435201	0	1	1
gene2970	PA2921	0	0	0	0	1	1
gene2971	PA2922	0.33356	0.230918	-0.530561	0	1	1
gene2972	hisJ	0.543854	0	-inf	0	1	1
gene2973	hisQ	0	1.38709	inf	0	1	1
gene2974	hisM	0	1.30104	inf	0	1	1
gene2975	hisP	0	1.02193	inf	0	1	1
gene2976	PA2927	0	0.20848	inf	0	1	1
gene2977	PA2928	0	0.140508	inf	0	1	1
gene2978	PA2929	0	0	0	0	1	1
gene2979	PA2930	0.334305	0.501103	0.583941	0	1	1
gene298	spuA	2.31222	1.57897	-0.550294	0	1	1
gene2980	cifR	0	0.352116	inf	0	1	1
gene2981	morB	0	0.403282	inf	0	1	1
gene2982	PA2933	0	0.228852	inf	0	1	1
gene2983	cif	0	0.292563	inf	0	1	1
gene2984	PA2935	0.570478	0.796729	0.48192	0	1	1
gene2985	PA2936	0	0	0	0	1	1
gene2986	PA2937	0	1.01192	inf	0	1	1
gene2987	PA2938	0	0.22991	inf	0	1	1
gene2988	PA2939	0.637448	0.430659	-0.565763	0	1	1
gene2989	PA2940	0	0.555555	inf	0	1	1
gene299	spuB	10.6866	9.85553	-0.116793	-0.186226	0.74835	0.835982
gene2990	PA2941	0	0	0	0	1	1
gene2991	PA2942	0	0	0	0	1	1
gene2992	PA2942.1	0	2.60775	inf	0	1	1
gene2993	PA2943	0.273503	0.262473	-0.0593868	0	1	1
gene2994	cobN	0.0513954	0.041366	-0.313195	0	1	1
gene2995	PA2945	0.190067	0.747752	1.97605	0	1	1
gene2996	PA2946	0	0	0	0	1	1
gene2997	PA2947	0	0	0	0	1	1
gene2998	cobM	0.434303	0	-inf	0	1	1
gene2999	PA2949	0.791939	1.39443	0.816211	0	1	1
gene3	gyrB	5.89181	8.28148	0.491176	0.774146	0.18675	0.354059
gene30	betC	0	0.462557	inf	0	1	1
gene300	spuC	6.82887	9.11379	0.416404	0.629464	0.2625	0.429871
gene3000	PA2950	1.99916	1.47614	-0.437567	0	1	1
gene3001	etfA	5.40374	2.63689	-1.03512	0	1	1
gene3002	etfB	24.7187	17.4506	-0.502327	-0.773477	0.177	0.340952
gene3003	PA2953	3.89357	4.81814	0.307382	0	1	1
gene3004	PA2954	0.44681	0	-inf	0	1	1
gene3005	PA2955	1.86966	0.820803	-1.18767	0	1	1
gene3006	PA2956	0.348125	1.04371	1.58404	0	1	1
gene3007	PA2957	3.17173	6.52909	1.04161	0	1	1
gene3008	PA2958	0.188899	0.307287	0.70197	0	1	1
gene3009	rgsA	0	0	0	0	1	1
gene301	spuD	11.1214	8.65556	-0.361635	-0.545335	0.3324	0.489837
gene3010	PA2959	0.834189	0.381254	-1.12962	0	1	1
gene3011	pilZ	18.4843	8.63901	-1.09736	-0.790585	0.1481	0.311322
gene3012	holB	0.408912	0.464187	0.182916	0	1	1
gene3013	tmk	0	0	0	0	1	1
gene3014	PA2963	1.62134	3.25848	1.00702	0	1	1
gene3015	pabC	0	0.229429	inf	0	1	1
gene3016	fabF1	0.169622	0.352517	1.05537	0	1	1
gene3017	acpP	20.5264	15.9996	-0.359444	-0.262732	0.768	0.845363
gene3018	fabG	2.86729	2.89527	0.0140109	0	1	1
gene3019	fabD	2.10513	1.08709	-0.953433	0	1	1
gene302	spuE	1.91885	3.4716	0.85536	0	1	1
gene3020	plsX	0.447976	1.68083	1.90769	0	1	1
gene3021	rpmF	12.6907	3.18362	-1.99503	0	1	1
gene3022	PA2971	3.70315	3.54954	-0.061121	0	1	1
gene3023	PA2972	0	0.362411	inf	0	1	1
gene3024	PA2973	5.78387	4.54609	-0.347407	0	1	1
gene3025	PA2974	3.97422	3.57336	-0.153392	0	1	1
gene3026	rluC	0.886058	2.28304	1.36548	0	1	1
gene3027	rne	24.3393	49.8051	1.03301	2.10105	0.00025	0.00268304
gene3028	murB	0.606768	1.00385	0.726321	0	1	1
gene3029	ptpA	0	1.00118	inf	0	1	1
gene303	spuF	3.40011	2.21193	-0.620277	0	1	1
gene3030	kdsB	0	0	0	0	1	1
gene3031	PA2980	0	0	0	0	1	1
gene3032	lpxK	0.438395	0	-inf	0	1	1
gene3033	PA2982	0	2.31121	inf	0	1	1
gene3034	PA2983	0.928883	0.526426	-0.819264	0	1	1
gene3035	PA2984	0	0.143975	inf	0	1	1
gene3036	PA2985	0	0	0	0	1	1
gene3037	PA2986	2.78712	2.07445	-0.426047	0	1	1
gene3038	PA2987	1.00354	0	-inf	0	1	1
gene3039	PA2988	0	0.136994	inf	0	1	1
gene304	spuG	4.06488	6.3677	0.64756	0	1	1
gene3040	PA2989	1.19938	0.916085	-0.388736	0	1	1
gene3041	PA2990	4.28028	1.93336	-1.1466	0	1	1
gene3042	sth	3.06679	3.21583	0.0684604	0	1	1
gene3043	PA2992	5.02184	7.31768	0.543171	0	1	1
gene3044	PA2993	0.388756	0	-inf	0	1	1
gene3045	nqrF	1.18116	0.640574	-0.882771	0	1	1
gene3046	nqrE	1.75177	0.337718	-2.37492	0	1	1
gene3047	nqrD	1.3778	0.970149	-0.506093	0	1	1
gene3048	nqrC	1.54177	0.61628	-1.32293	0	1	1
gene3049	nqrB	0.524787	0.960137	0.871509	0	1	1
gene305	spuH	1.83521	8.54324	2.21884	1.7098	0.10175	0.248707
gene3050	nqrA	0.649613	0.810017	0.318372	0	1	1
gene3051	aroP1	1.18306	0.677721	-0.803766	0	1	1
gene3052	PA3001	5.13074	6.20784	0.274924	0	1	1
gene3053	mfd	2.13471	1.6692	-0.354887	0	1	1
gene3054	PA3003	5.6652	2.50808	-1.17554	0	1	1
gene3055	PA3004	17.2165	8.05876	-1.09516	-1.42064	0.0197	0.0773837
gene3056	nagZ	0	0.178703	inf	0	1	1
gene3057	psrA	0.476027	0.278702	-0.772319	0	1	1
gene3058	lexA	0.756025	0	-inf	0	1	1
gene3059	PA3008	0.560165	3.45045	2.62286	0	1	1
gene306	PA0305	0.299629	0.266906	-0.166847	0	1	1
gene3060	PA3009	4.66936	5.07738	0.120859	0	1	1
gene3061	PA3010	2.4174	14.1791	2.55223	1.56763	0.02445	0.0907065
gene3062	topA	8.7912	20.359	1.21153	2.36625	5e-05	0.000698837
gene3063	PA3012	5.34086	7.69552	0.526947	0.316674	0.6061	0.731458
gene3064	foaB	7.85435	6.31562	-0.314569	-0.439282	0.44105	0.583234
gene3065	faoA	6.14692	4.29108	-0.518523	0	1	1
gene3066	PA3015	0.390048	1.84037	2.23827	0	1	1
gene3067	PA3016	0	0	0	0	1	1
gene3068	PA3017	0	0	0	0	1	1
gene3069	PA3018	1.97744	2.75485	0.478339	0	1	1
gene307	PA0306	0.205982	0.429391	1.05977	0	1	1
gene3070	PA3019	0.313466	0.491567	0.649081	0	1	1
gene3071	PA3020	0.743595	0.567801	-0.389131	0	1	1
gene3072	PA3021	16.4821	1.73592	-3.24713	-1.47571	0.2304	0.396763
gene3073	PA3022	0.283978	0.465354	0.712551	0	1	1
gene3074	PA3023	0.452479	0	-inf	0	1	1
gene3075	PA3024	0	0	0	0	1	1
gene3076	PA3025	0.179212	0.104925	-0.772308	0	1	1
gene3077	PA3026	0	0.20764	inf	0	1	1
gene3078	PA3027	0	0.171852	inf	0	1	1
gene3079	moeA2	0.347879	0.58193	0.742261	0	1	1
gene308	PA0306a	39.0824	15.5097	-1.33335	-1.82724	0.00395	0.0247286
gene3080	moaB2	0	0	0	0	1	1
gene3081	mobA	0	0.347183	inf	0	1	1
gene3082	PA3031	215.073	205.904	-0.0628541	-0.109489	0.8529	0.905641
gene3083	PA3031.1	0	0	0	0	1	1
gene3084	snr1	0.417939	0	-inf	0	1	1
gene3085	PA3033	2.16602	0	-inf	0	1	1
gene3086	PA3034	0	0.597665	inf	0	1	1
gene3087	PA3035	0	3.85361	inf	0	1	1
gene3088	PA3036	0	0.318933	inf	0	1	1
gene3089	PA3037	0	1.22575	inf	0	1	1
gene309	PA0307	0	0	0	0	1	1
gene3090	PA3038	1.1629	0.712531	-0.706708	0	1	1
gene3091	PA3039	0.509543	0.946368	0.893197	0	1	1
gene3092	PA3040	4.13055	0.893193	-2.20929	0	1	1
gene3093	PA3041	1.63441	0	-inf	0	1	1
gene3094	PA3042	0	0	0	0	1	1
gene3095	PA3043	2.91831	1.31411	-1.15105	0	1	1
gene3096	PA3044	0.161659	0.400071	1.3073	0	1	1
gene3097	PA3045	0.740838	0	-inf	0	1	1
gene3098	PA3046	0	2.71219	inf	0	1	1
gene3099	PA3047	1.85419	1.40263	-0.402652	0	1	1
gene31	PA0032	0.339699	0.620628	0.869472	0	1	1
gene310	PA0308	0	0.348563	inf	0	1	1
gene3100	PA3048	0.582409	1.95867	1.74977	0	1	1
gene3101	rmf	78.8232	12.3991	-2.66838	-1.41941	0.0094	0.0451952
gene3102	pyrD	0.294549	1.57266	2.41663	0	1	1
gene3103	PA3051	0	0	0	0	1	1
gene3104	PA3052	0.411963	0.767455	0.897568	0	1	1
gene3105	PA3053	0.917399	1.95196	1.0893	0	1	1
gene3106	PA3054	0.834164	0.623265	-0.420487	0	1	1
gene3107	PA3055	6.15174	5.36825	-0.196543	0	1	1
gene3108	PA3056	1.92432	1.23651	-0.638076	0	1	1
gene3109	PA3057	0	0	0	0	1	1
gene311	PA0309	0.88473	0.651317	-0.441878	0	1	1
gene3110	pelG	0.277411	3.5818	3.69059	0	1	1
gene3111	pelF	0.245903	0.969629	1.97934	0	1	1
gene3112	pelE	0.30858	0.47716	0.62883	0	1	1
gene3113	pelD	0.27811	0	-inf	0	1	1
gene3114	pelC	0	0	0	0	1	1
gene3115	pelB	0.0538716	0.113968	1.08103	0	1	1
gene3116	pelA	0.0944182	0.344317	1.8666	0	1	1
gene3117	PA3065	0	0.580449	inf	0	1	1
gene3118	PA3066	1.25676	1.88631	0.585854	0	1	1
gene3119	PA3067	0.641191	5.95551	3.2154	0	1	1
gene312	PA0310	1.97924	1.8641	-0.0864678	0	1	1
gene3120	gdhB	5.60087	5.08907	-0.138249	0	1	1
gene3121	PA3069	1.15886	1.30597	0.172413	0	1	1
gene3122	PA3070	1.23589	5.85468	2.24404	0	1	1
gene3123	PA3071	0.434667	0.316412	-0.458108	0	1	1
gene3124	PA3072	0	0	0	0	1	1
gene3125	PA3073	0.213121	0.458555	1.10542	0	1	1
gene3126	PA3074	0.115044	0.45574	1.98603	0	1	1
gene3127	PA3075	0.400606	0.893643	1.15751	0	1	1
gene3128	PA3076	0.199955	0.996003	2.31648	0	1	1
gene3129	PA3077	0	0.488025	inf	0	1	1
gene313	PA0311	0	0	0	0	1	1
gene3130	PA3078	0.224624	0.346717	0.626248	0	1	1
gene3131	PA3079	0.52893	1.17302	1.14909	0	1	1
gene3132	PA3080	0	0.248899	inf	0	1	1
gene3133	PA3081	0.574607	0.325763	-0.818753	0	1	1
gene3134	gbt	1.69378	1.22561	-0.466752	0	1	1
gene3135	pepN	1.88548	1.15505	-0.706974	0	1	1
gene3136	PA3084	7.48368	4.35418	-0.781349	-0.771408	0.20335	0.372602
gene3137	PA3085	7.48308	6.62882	-0.17488	-0.0855593	0.45615	0.592433
gene3138	PA3086	0	0.21446	inf	0	1	1
gene3139	PA3087	0.223988	0	-inf	0	1	1
gene314	PA0312	0	0	0	0	1	1
gene3140	PA3088	0.252497	0.528418	1.06541	0	1	1
gene3141	PA3089	0	0	0	0	1	1
gene3142	PA3089a	0	0.31672	inf	0	1	1
gene3143	PA3091	0.143835	0	-inf	0	1	1
gene3144	fadH1	0.644174	1.39961	1.11951	0	1	1
gene3145	PA3093	0.351617	0.41184	0.228081	0	1	1
gene3146	PA3094	0.792471	0.266171	-1.574	0	1	1
gene3147	PA3094.1	0	0	0	0	1	1
gene3148	PA3094.2	0	0	0	0	1	1
gene3149	PA3094.3	0	0	0	0	1	1
gene315	PA0313	2.941	4.07665	0.471077	0	1	1
gene3150	xcpZ	0	0	0	0	1	1
gene3151	xcpY	0.340765	0.247848	-0.459326	0	1	1
gene3152	xcpX	1.61797	1.92285	0.249061	0	1	1
gene3153	xcpW	1.08227	0.272545	-1.9895	0	1	1
gene3154	xcpV	0	0	0	0	1	1
gene3155	xcpU	1.69223	1.0887	-0.636315	0	1	1
gene3156	xcpT	0	1.67251	inf	0	1	1
gene3157	xcpS	0	0	0	0	1	1
gene3158	xcpR	0.686202	0.17231	-1.99363	0	1	1
gene3159	xcpP	0.670057	3.27895	2.29088	0	1	1
gene316	PA0314	0	0.246645	inf	0	1	1
gene3160	xcpQ	0.482595	0.1276	-1.91919	0	1	1
gene3161	PA3106	0	0.656297	inf	0	1	1
gene3162	metZ	0	0	0	0	1	1
gene3163	purF	3.8566	1.29154	-1.57824	0	1	1
gene3164	PA3109	0	0.794351	inf	0	1	1
gene3165	PA3110	0.366998	0.500193	0.446715	0	1	1
gene3166	folC	1.40079	1.14718	-0.288143	0	1	1
gene3167	accD	0	1.21522	inf	0	1	1
gene3168	trpF	0	0.318189	inf	0	1	1
gene3169	truA	0.854257	0	-inf	0	1	1
gene317	PA0315	8.54156	8.66016	0.0198927	0.0146124	0.92625	0.956488
gene3170	fimV	6.02081	3.00593	-1.00215	0	1	1
gene3171	PA3116	0.397146	0.4509	0.183139	0	1	1
gene3172	asd	2.10209	2.85142	0.439859	0	1	1
gene3173	leuB	0.64269	0	-inf	0	1	1
gene3174	PA3119	0	0.663024	inf	0	1	1
gene3175	leuD	0.382972	2.3504	2.6176	0	1	1
gene3176	leuC	1.16102	2.01307	0.794009	0	1	1
gene3177	PA3122	0.811514	1.02333	0.334589	0	1	1
gene3178	PA3123	1.65593	5.12881	1.63099	0	1	1
gene3179	PA3124	0.244467	1.82359	2.89907	0	1	1
gene318	serA	1.41315	1.15065	-0.296467	0	1	1
gene3180	PA3125	0	0.58244	inf	0	1	1
gene3181	ibpA	2.15823	52.3634	4.60064	3.24744	0.14585	0.308647
gene3182	PA3127	0	0.598712	inf	0	1	1
gene3183	PA3128	0	0.256927	inf	0	1	1
gene3184	PA3129	0	0.615788	inf	0	1	1
gene3185	PA3130	0	0	0	0	1	1
gene3186	PA3131	0.37596	0.823188	1.13064	0	1	1
gene3187	PA3132	0.367896	0.569603	0.63066	0	1	1
gene3188	PA3133	0	1.28203	inf	0	1	1
gene3189	PA3133.1	0	0	0	0	1	1
gene319	PA0317	0.84202	3.62533	2.10619	0	1	1
gene3190	PA3133.2	0	0	0	0	1	1
gene3191	PA3133.3	0	0	0	0	1	1
gene3192	PA3133.4	0	0	0	0	1	1
gene3193	gltX	1.10808	1.63289	0.55937	0	1	1
gene3194	PA3135	0	0.956017	inf	0	1	1
gene3195	PA3136	0	0	0	0	1	1
gene3196	PA3137	0.137407	0.173478	0.3363	0	1	1
gene3197	uvrB	0.298263	0.797994	1.41979	0	1	1
gene3198	PA3139	1.10339	1.3659	0.307905	0	1	1
gene3199	PA3139.1	0	0	0	0	1	1
gene32	PA0032a	0	0	0	0	1	1
gene320	PA0318	0.873304	1.45517	0.736634	0	1	1
gene3200	PA3140	0	2.31302	inf	0	1	1
gene3201	wbpM	21.5844	9.88673	-1.12643	-2.13953	0.00015	0.001803
gene3202	PA3142	2.45636	6.24602	1.34641	0	1	1
gene3203	PA3143	0	0.660292	inf	0	1	1
gene3204	wbpL	11.6853	14.104	0.271405	0.438078	0.4473	0.584407
gene3205	wbpK	6.39068	9.07132	0.505344	0.641857	0.2554	0.422681
gene3206	wbpJ	16.1737	26.5545	0.715306	1.35121	0.021	0.0814258
gene3207	wbpI	3.79637	2.89923	-0.388952	0	1	1
gene3208	wbpH	88.9228	90.5438	0.0260629	0.0527171	0.92395	0.955756
gene3209	wbpG	45.1061	49.0115	0.119799	0.240557	0.67315	0.787088
gene321	PA0319	1.44378	0.578308	-1.31994	0	1	1
gene3210	hisF2	47.231	43.3784	-0.122757	-0.183332	0.74315	0.832391
gene3211	hisH2	9.55453	9.89347	0.0502911	0.0261653	0.9665	0.969727
gene3212	wzx	3.93829	5.55146	0.495299	0	1	1
gene3213	wzy	6.21805	11.2224	0.851841	0.754832	0.1967	0.368276
gene3214	wbpE	23.1057	20.2176	-0.192636	-0.354586	0.5404	0.668272
gene3215	wbpD	49.129	36.245	-0.43879	-0.520604	0.3459	0.498527
gene3216	PA3157	9.87412	26.4346	1.4207	2.17387	0.00065	0.00630081
gene3217	wbpB	77.2427	48.3007	-0.677355	-1.38038	0.0166	0.0692819
gene3218	wbpA	19.9438	21.3506	0.0983399	0.189054	0.74375	0.832391
gene3219	wzz	16.6079	23.2397	0.484718	0.874008	0.1328	0.295603
gene322	PA0320	0	1.2645	inf	0	1	1
gene3220	himD	0	5.16571	inf	0	1	1
gene3221	rpsA	65.7756	55.5786	-0.243021	-0.499564	0.3838	0.536427
gene3222	cmk	1.98391	0.730576	-1.44124	0	1	1
gene3224	hisC2	1.00105	1.76452	0.817759	0	1	1
gene3225	pheA	6.41966	5.82089	-0.141258	0	1	1
gene3226	serC	3.01387	3.23308	0.101293	0	1	1
gene3227	gyrA	6.98446	8.46704	0.277709	0.512235	0.37105	0.523658
gene3228	PA3169	2.84316	2.54715	-0.158611	0	1	1
gene3229	PA3170	2.35312	2.31075	-0.0262186	0	1	1
gene323	PA0321	0	0	0	0	1	1
gene3230	ubiG	0.975076	4.07803	2.06429	0	1	1
gene3231	PA3172	0	0.453322	inf	0	1	1
gene3232	PA3173	8.48665	7.66587	-0.146745	-0.17441	0.76785	0.845363
gene3233	PA3174	0	0.265217	inf	0	1	1
gene3234	PA3175	0	0	0	0	1	1
gene3235	gltS	0	0	0	0	1	1
gene3236	PA3177	0.779032	0.935977	0.264791	0	1	1
gene3237	PA3178	0	0	0	0	1	1
gene3238	PA3179	0.255264	1.63706	2.68104	0	1	1
gene3239	PA3180	2.85857	1.96367	-0.541743	0	1	1
gene324	PA0322	0.206451	0.120873	-0.772308	0	1	1
gene3240	PA3181	1.04629	0.902312	-0.213583	0	1	1
gene3241	pgl	0.792592	3.79063	2.25779	0	1	1
gene3242	zwf	3.1661	4.1402	0.386995	0	1	1
gene3243	PA3184	0.749669	2.0269	1.43495	0	1	1
gene3244	PA3185	1.49854	2.61953	0.805746	0	1	1
gene3245	oprB	0.152767	0.405349	1.40783	0	1	1
gene3246	PA3187	0.67322	0.477839	-0.494554	0	1	1
gene3247	PA3188	1.6184	1.60625	-0.0108712	0	1	1
gene3248	PA3189	0	1.422	inf	0	1	1
gene3249	PA3190	0.304997	0.270977	-0.170628	0	1	1
gene325	PA0323	0	0.711789	inf	0	1	1
gene3250	PA3191	0.347876	0.429901	0.305432	0	1	1
gene3251	gltR	0.452991	1.31225	1.53449	0	1	1
gene3252	glk	0	0.767978	inf	0	1	1
gene3253	edd	0.46383	1.57337	1.76219	0	1	1
gene3254	gapA	0.435292	2.63995	2.60046	0	1	1
gene3255	PA3196	0	0.41026	inf	0	1	1
gene3256	PA3197	1.02508	0.471938	-1.11907	0	1	1
gene3257	PA3198	0.744025	2.67145	1.8442	0	1	1
gene3258	PA3199	1.1012	0.855747	-0.363823	0	1	1
gene3259	PA3200	0.604993	0.412761	-0.551614	0	1	1
gene326	PA0324	0.817983	2.01522	1.3008	0	1	1
gene3260	PA3201	1.83959	0.58802	-1.64545	0	1	1
gene3261	PA3202	3.81109	2.92969	-0.379453	0	1	1
gene3262	PA3203	2.65835	1.18955	-1.16011	0	1	1
gene3263	PA3204	0	0.291886	inf	0	1	1
gene3264	PA3205	1.57911	0.854582	-0.885818	0	1	1
gene3265	PA3206	0	0	0	0	1	1
gene3266	PA3207	1.09009	1.4957	0.456376	0	1	1
gene3267	PA3208	0	0	0	0	1	1
gene3268	PA3209	0	0	0	0	1	1
gene3269	trkH	0.543523	0.735878	0.437125	0	1	1
gene327	PA0325	0	0	0	0	1	1
gene3270	PA3211	0.70499	0.54012	-0.384323	0	1	1
gene3271	PA3212	0	0	0	0	1	1
gene3272	PA3213	0.472046	0.493257	0.0634127	0	1	1
gene3273	PA3214	0	0	0	0	1	1
gene3274	PA3215	0	0.287961	inf	0	1	1
gene3275	PA3216	0	0	0	0	1	1
gene3276	cyaB	0.206959	0.629353	1.60453	0	1	1
gene3277	PA3219	0	0	0	0	1	1
gene3278	PA3220	0	0	0	0	1	1
gene3279	csaA	0	0	0	0	1	1
gene328	PA0326	0.494184	1.24548	1.33358	0	1	1
gene3280	PA3222	0	0.202982	inf	0	1	1
gene3281	azoR3	0	0.49097	inf	0	1	1
gene3282	PA3224	27.3808	34.6959	0.341605	0.402698	0.47555	0.61059
gene3283	PA3225	0.772845	0	-inf	0	1	1
gene3284	PA3226	1.27818	0	-inf	0	1	1
gene3285	ppiA	0	0.376143	inf	0	1	1
gene3286	PA3228	0.862199	0.412335	-1.0642	0	1	1
gene3287	PA3229	0	0	0	0	1	1
gene3288	PA3230	0	0	0	0	1	1
gene3289	PA3231	0	0	0	0	1	1
gene329	PA0327	0.228143	0.305544	0.421445	0	1	1
gene3290	PA3232	0	0	0	0	1	1
gene3291	PA3233	0.471515	0.696902	0.563651	0	1	1
gene3292	PA3234	1.3029	0.743008	-0.810276	0	1	1
gene3293	PA3235	1.1597	0	-inf	0	1	1
gene3294	PA3236	0	1.04456	inf	0	1	1
gene3295	PA3237	0	0	0	0	1	1
gene3296	PA3238	4.47878	2.87774	-0.638168	0	1	1
gene3297	PA3239	1.21283	2.33206	0.943225	0	1	1
gene3298	PA3240	0.854257	0.336149	-1.34557	0	1	1
gene3299	PA3241	0	0.148105	inf	0	1	1
gene33	PA0033	0	0	0	0	1	1
gene330	PA0328	0.388289	0	-inf	0	1	1
gene3300	PA3242	0	2.41318	inf	0	1	1
gene3301	minC	0.872068	0.784797	-0.152121	0	1	1
gene3302	minD	22.1528	14.2205	-0.639517	-1.03692	0.07155	0.190272
gene3303	minE	4.38028	0	-inf	0	1	1
gene3304	rluA	1.4724	0	-inf	0	1	1
gene3305	PA3247	0.651531	0.348586	-0.90232	0	1	1
gene3306	PA3248	0	0.644472	inf	0	1	1
gene3307	PA3249	0	0	0	0	1	1
gene3308	PA3250	0	0.25986	inf	0	1	1
gene3309	PA3251	0	0	0	0	1	1
gene331	PA0329	1.51569	1.39546	-0.119229	0	1	1
gene3310	PA3252	0.270251	0	-inf	0	1	1
gene3311	PA3253	0.287967	0.236019	-0.287004	0	1	1
