Feature ID	Gene length	UK	G1	BC8	C45	C19	G45							
rffG	1068	838	1362	1458	3038	2164	1636							
rhaA	1260	28	28	31	31	73	46							
rhaB	1470	148	135	141	164	231	214							
rhaD	828	214	174	227	223	568	409							
rhaR	849	882	449	538	489	846	559							
rhaS	837	1453	1180	559	231	310	355							
rhaT	1035	188	184	178	75	156	185							
rhlB	1266	2853	3434	5165	8015	5128	4885							
rhlE	1362	113	258	268	1092	313	369							
rho	1260	55437	56594	61147	71692	61885	98514							
rhtB	621	183	188	225	397	434	271							
rhtC	621	260	350	225	350	372	286							
rhuM	1038	1310	1096	937	1021	1280	2224							
ribA	591	3423	3774	4263	4162	2986	5311							
ribB	654	5029	5506	6254	4560	3277	6105							
ribD	1104	1573	1830	2427	2752	1998	1494							
ribE	642	2349	2027	3590	4446	4896	2448							
ribF	939	1093	1300	1607	4044	1989	1475							
ribH	471	2267	2689	3899	7450	5213	3239							
rihA	936	468	360	334	1458	980	660							
rihC	921	718	700	983	630	1081	862							
rimI	447	615	627	834	1185	921	479							
rimJ	585	5035	4155	5919	7768	5730	7905							
rimK	903	409	424	478	1173	936	381							
rimL	540	1830	1507	864	809	566	871							
rimM	549	14928	17301	29699	71949	41664	24822							
rimO	1326	1061	1020	1301	1825	1995	1479							
rlmL	2109	1258	1385	1797	3162	1831	1677							
rlpA	1134	800	940	1147	2103	1648	990							
rlpB	591	2472	2704	3184	5338	3167	3151							
rluA	660	330	380	448	896	539	391							
rluC	960	191	226	239	398	457	268							
rluD	981	2860	3539	3855	5453	3255	2899							
rmbA	618	61	30	51	3	22	39							
rmf	168	62036	52444	75255	7270	53757	80770							
rna	807	6693	10985	12263	13336	11572	7328							
rnb	1935	2109	2464	4281	5112	4672	3346							
rnc	681	4819	4685	4095	4457	4173	2201							
rnd	1128	183	233	351	704	446	360							
rne	3207	5244	5906	9063	17377	13468	7377							
rnfA	582	1280	1660	2246	3219	1652	1072							
rnfB	579	303	407	556	788	562	281							
rnfC	2115	552	891	1151	2528	1190	612							
rnfD	1059	271	508	760	1613	696	475							
rnfE	693	185	320	492	871	486	376							
rnfG	621	330	446	762	1519	790	580							
rnhA	468	683	591	743	790	947	848							
rnhB	597	222	335	447	1134	899	316							
rnk	411	473	505	532	656	806	384							
rnpA	360	1768	1929	2514	3189	2857	2011							
rnt	648	1010	1275	1745	1885	1876	1201							
rob	870	4281	3949	5318	7480	6405	6043							
rof	261	3613	2171	2738	1840	3107	3428							
rpe	678	535	933	1434	2825	1956	1891							
rph	717	519	587	694	1920	904	543							
rpiA	660	5126	3007	3265	5144	4509	2903							
rplA	705	12458	13252	22354	43431	41050	23066							
rplB	822	6946	10178	14657	53964	50214	32606							
rplC	630	15670	20529	33299	94464	77691	51636							
rplD	606	7221	10580	15420	50971	49793	30730							
rplE	540	26795	22068	29751	63146	94214	66234							
rplF	534	12553	14165	18580	48940	52953	40822							
rplI	450	2398	2598	4216	14222	9823	6250							
rplJ	498	16408	17286	23775	50125	42046	25648							
rplK	429	12186	11813	18423	35082	30665	18112							
rplL	366	15932	15168	20391	49060	32710	22885							
rplM	429	12134	13297	18379	37376	27621	18519							
rplN	372	15801	14011	18554	37094	52142	37810							
rplO	435	10153	11961	16082	45143	38048	30014							
rplP	411	3921	4768	7437	28670	19151	16307							
rplQ	384	4111	5452	8379	16905	13139	10075							
rplR	354	5928	6740	9129	27446	29603	19916							
rplS	348	4271	5653	10635	32706	19791	9835							
rplT	357	20823	24251	37764	53873	50253	55170							
rplU	312	24774	20981	30699	37449	41053	22692							
rplV	333	5547	7235	9091	42115	30771	25811							
rplW	303	7075	9082	12321	43260	35197	25599							
rplX	315	15901	13883	18432	37094	55596	38288							
rplY	285	2562	2871	5298	7646	6029	4001							
rpmA	258	13938	12149	17388	26055	25900	14212							
rpmB	237	9133	8371	11252	20775	27605	11212							
rpmC	192	2415	2809	4015	16084	9101	8891							
rpmD	180	2769	3510	4693	14123	11281	9087							
rpmE	213	5740	5512	7943	14900	11976	8327							
rpmE2	261	419	430	334	513	723	450							
rpmF	174	2537	3195	5830	12578	6745	4950							
rpmG	168	5657	5003	7624	14520	17839	7500							
rpmH	141	1874	1617	2365	3234	3341	1853							
rpmI	198	18754	20286	29902	40661	36364	42656							
rpmJ (NC_011294 3467494..3467611)	117	5259	6286	9065	18712	12945	13773							
rpmJ (NC_011294 505989..506130)	141	547	519	424	367	483	425							
rpoA	990	27224	37757	62530	112226	81412	77751							
rpoB	4029	21762	29030	41273	99244	73941	49129							
rpoC	4224	36470	42849	53561	131447	74418	64782							
rpoD	1848	28450	19867	14463	34248	24930	18160							
rpoE	576	7069	7714	9225	33278	24472	10287							
rpoH	855	19738	18839	21976	26653	18778	14044							
rpoN	1434	5799	7005	7933	9371	10456	7202							
rpoS	993	19250	23881	29783	14403	15387	40767							
rpoZ	276	1423	1433	2069	2726	1987	2385							
rpsA	1674	60260	60081	76201	194919	248368	128536							
rpsB	726	22228	24391	41864	83631	46055	35522							
rpsC	702	6065	7939	11326	50012	37217	28368							
rpsD	621	23688	28973	43996	78447	55612	57756							
rpsE	504	10435	11957	15524	47831	39667	31912							
rpsF	396	2400	3087	4514	15112	9361	6527							
rpsG	471	11145	10284	11373	30878	35254	21672							
rpsH	393	13367	12995	16435	39969	45954	35148							
rpsI	393	5049	6947	11064	24597	18824	11743							
rpsJ	312	3512	4721	7028	18663	24194	10636							
rpsK	333	9802	12720	19347	32622	25209	24823							
rpsL	375	8314	7576	9117	22383	29270	15075							
rpsM	357	12108	16114	23769	38305	33389	32813							
rpsN	291	8504	8718	10692	23382	43999	24908							
rpsO	270	5600	5446	8939	15249	15750	8189							
rpsP	249	2461	3422	5415	13132	11031	5277							
rpsQ	255	2538	3445	4860	19559	11345	10352							
rpsR	228	2241	2301	3308	11223	5031	4588							
rpsS	279	3840	4909	6266	26705	20590	16729							
rpsT	264	9327	9814	12727	16388	21434	10300							
rpsU	216	3338	4026	4006	7446	4255	3236							
rpsV	144	30242	21743	16976	868	5221	9274							
rrmA	810	225	274	422	366	274	257							
rrmJ	627	12336	11096	12669	24975	8190	11245							
rsd	489	3080	2257	1119	1030	1035	1195							
rseA	651	8784	9799	11049	42626	43415	12378							
rseB	957	2327	3214	3326	14336	10279	3564							
rseC	480	209	348	281	1436	705	324							
rsmC	1029	167	146	194	545	205	164							
rsmD	597	378	348	347	547	474	419							
rspA	1215	206	305	150	102	209	193							
rspB	1020	253	233	132	40	80	91							
rstA	732	2495	2968	3813	2538	3464	1659							
rstB	1302	253	316	343	325	325	324							
rsuA	696	1222	1228	997	714	910	701							
rtcA	1020	115	151	163	193	114	108							
rtcB	1218	438	421	377	1115	605	438							
rtcR	1584	343	378	425	531	661	349							
rtn	1557	2668	2470	2421	1750	2322	2571							
rumA	1296	2688	3193	3294	5747	3139	3165							
rumB	1128	445	460	454	244	413	277							
ruvA	612	351	470	580	905	531	468							
ruvB	930	302	444	571	867	481	449							
ruvC	522	351	539	491	1220	701	389							
safA	510	524	1186	1237	239	448	62							
safB	714	438	393	428	141	95	178							
safC	2511	1759	2286	2145	910	1026	1105							
safD	471	201	313	463	211	272	249							
sanA	720	1314	1506	2345	1210	1348	1538							
sapA	1650	2257	2394	3463	3573	3248	2160							
sapB	795	273	542	890	970	984	399							
sapC	891	189	320	412	523	515	306							
sapD	993	533	1107	1187	1384	1160	979							
sapF	807	343	551	713	840	600	636							
sbcB	1431	1130	1079	1450	1663	2068	2012							
sbcC	3141	263	277	348	808	495	303							
sbcD	1203	439	477	468	645	556	478							
sbmA	1119	1840	2161	2679	6027	4225	2891							
sbmC	468	10516	6907	9473	5049	5976	4561							
sbp	990	911	966	963	1563	807	500							
scsA	363	65	102	44	326	136	96							
scsB	1887	152	125	160	660	339	118							
scsC	624	84	81	85	562	219	120							
scsD	507	8	42	27	101	29	20							
sdaA	1365	4385	4045	4095	11060	4406	3598							
sdaB	1368	10480	9013	17297	29472	33082	10936							
sdaC	1290	21366	14951	31468	79598	99716	23384							
sdhA	1767	10635	12442	6925	5396	5120	18118							
sdhB	720	15503	16076	7954	6997	4555	19912							
sdhC	390	17148	11708	7348	5107	5747	24077							
sdhD	348	10981	9279	6002	4266	3583	17441							
sdiA	723	6320	8521	10431	558	444	1108							
secA	2706	9224	11587	12780	72930	26099	12539							
secB	468	10231	9362	11307	17363	16603	11823							
secD	1848	3729	4448	7802	12536	8672	5887							
secE	384	2066	1852	2478	4291	3342	2367							
secF	972	4733	6104	8285	13415	8315	7577							
secG	333	6176	5855	7047	11133	12196	7348							
secY	1332	48453	58711	79587	194671	119841	123307							
selA	1392	1283	1404	1121	2221	1585	1119							
selB	1851	1780	2092	2313	2985	3775	2871							
selD	1044	896	1048	1571	1685	1156	1335							
SEN0013	948	374	199	195	299	271	173							
SEN0014	345	137	107	107	21	8	3							
SEN0015	534	58	49	48	5	22	17							
SEN0016	444	93	49	34	10	30	25							
SEN0017	2100	3278	2681	2750	849	1302	1281							
SEN0018	2997	525	479	514	280	362	421							
SEN0019	705	94	77	142	15	91	94							
SEN0028	330	108	122	95	112	77	152							
SEN0029	450	55	21	48	12	27	9							
SEN0030	1005	97	31	36	14	97	25							
SEN0031	441	57	22	34	7	64	30							
SEN0032	1719	539	386	536	160	327	767							
SEN0033	1572	997	604	743	187	598	1017							
SEN0034	762	84	33	55	12	56	13							
SEN0035	1494	1181	786	709	248	1346	678							
SEN0036	1191	512	404	446	308	484	576							
SEN0037	1254	212	163	162	25	84	122							
SEN0038	1716	1486	1144	902	416	525	662							
SEN0041	2040	775	670	687	312	336	492							
SEN0042	1374	436	193	217	58	76	139							
SEN0053	687	1501	916	878	507	1371	1509							
SEN0054	1620	3679	2641	2684	1047	2636	3898							
SEN0055	1302	112	131	34	155	168	58							
SEN0056	1770	202	291	46	232	301	87							
SEN0057	240	64	59	10	55	94	18							
SEN0058	1341	3410	2740	505	2744	5654	1022							
SEN0081	231	638	740	521	63	325	60							
SEN0083	396	680	834	717	343	463	1255							
SEN0084	291	1226	1135	483	260	402	664							
SEN0085	1890	1760	1046	1135	244	409	534							
SEN0100	621	100	88	128	68	50	91							
SEN0101	420	131	87	116	19	61	62							
SEN0110A	327	7655	8405	9550	635	2070	10965							
SEN0110B	327	397	238	391	186	561	465							
SEN0139	989	475	415	384	431	396	367							
SEN0141	942	2237	1617	1876	1481	1896	2361							
SEN0152	951	329	318	270	366	251	301							
SEN0153	1407	328	313	277	220	301	301							
SEN0159	285	29	16	19	34	27	10							
SEN0160	792	242	217	157	182	168	105							
SEN0163	465	460	357	310	224	118	323							
SEN0164	324	169	133	137	11	25	60							
SEN0167	1272	254	232	202	9764	182	167							
SEN0169	768	1938	2011	2136	13128	1596	2551							
SEN0206	840	742	701	676	513	420	753							
SEN0216	3033	1576	1729	1517	2071	2004	3085							
SEN0218	1302	1852	2071	2313	3205	1598	2433							
SEN0222A	462	7328	6994	11251	21958	13548	9803							
SEN0240	1764	545	618	557	531	298	451							
SEN0249	702	1166	1522	2852	1812	2542	2446							
SEN0259	1176	88	61	107	87	118	122							
SEN0267	1056	57	76	85	126	102	89							
SEN0268	777	48	107	56	63	69	58							
SEN0269	297	39	57	40	25	61	42							
SEN0270	522	172	88	97	58	142	143							
SEN0271	507	4	6	13	2	3	5							
SEN0272	3375	9887	3402	2120	1057	4503	2906							
SEN0273	447	2830	728	177	184	773	572							
SEN0274	258	62	47	26	10	7	9							
SEN0276	318	61	19	30	4	32	30							
SEN0277	468	217	74	47	28	160	51							
SEN0278	279	72	46	32	18	41	5							
SEN0280	140	52	27	27	11	18	10							
SEN0280A	646	75	56	33	9	22	32							
SEN0286	108	20	27	17	8	8	10							
SEN0288	216	192	222	196	104	41	86							
SEN0289	720	2062	2504	3001	2282	2656	2571							
SEN0290	408	640	519	656	1748	1861	1165							
SEN0297	1152	191	220	290	126	134	244							
SEN0306	411	383	454	540	605	524	585							
SEN0307	309	378	455	607	593	729	808							
SEN0308	366	54	69	83	93	106	93							
SEN0310	324	8350	6013	6184	8862	12382	10759							
SEN0311	1239	1358	762	447	326	1048	931							
SEN0312	1422	365	250	217	160	267	393							
SEN0313	627	294	359	245	254	315	280							
SEN0314	879	360	280	280	234	262	337							
SEN0315	915	923	823	1320	726	896	1093							
SEN0316	966	1275	813	990	521	642	942							
SEN0317	273	176	167	205	34	82	166							
SEN0318	399	112	104	89	79	236	139							
SEN0324	765	980	602	834	121	768	994							
SEN0325	501	323	169	259	77	231	325							
SEN0326	1575	1451	819	953	183	284	645							
SEN0327	744	2244	1076	1511	520	1579	2925							
SEN0328	489	578	263	222	56	378	556							
SEN0329	525	229	79	62	7	45	32							
SEN0330	642	350	180	118	22	75	84							
SEN0331	225	269	102	70	15	38	50							
SEN0332	360	338	193	200	62	127	95							
SEN0333	1458	64	62	68	32	34	33							
SEN0334	3168	160	120	190	133	187	112							
SEN0335	1227	25	15	23	10	11	8							
SEN0336	2304	98	98	94	79	70	58							
SEN0337	465	154	117	106	98	80	115							
SEN0338	195	38	61	13	22	28	17							
SEN0339	1254	749	1073	383	183	305	325							
SEN0342	102	816	1130	330	19	19	28							
SEN0343	1404	1937	2917	1161	63	61	91							
SEN0344	1011	877	1354	668	210	234	312							
SEN0345	219	152	170	100	80	68	87							
SEN0346	1005	234	273	311	397	292	312							
SEN0364	714	1294	1155	283	104	118	172							
SEN0365	1212	675	582	374	298	349	224							
SEN0385	603	19482	12765	18559	10405	16576	17820							
SEN0392	366	400	368	464	397	420	548							
SEN0393	693	442	408	528	505	511	668							
SEN0419	1512	993	401	258	134	322	243							
SEN0420	1284	939	438	263	117	295	350							
SEN0440	1056	434	389	465	237	347	213							
SEN0460	936	1266	1155	1388	1275	1144	1380							
SEN0478	828	817	507	571	151	490	1256							
SEN0490	1134	2063	1551	1061	1851	1775	1316							
SEN0501	1248	248	209	139	46	93	80							
SEN0519	825	570	605	723	684	557	799							
SEN0520	438	261	171	258	164	317	409							
SEN0532	312	102	65	117	2	26	613							
SEN0534	270	134	82	90	67	187	176							
SEN0534A	219	56	31	65	26	51	78							
SEN0535	1653	522	276	239	280	1236	1278							
SEN0537A	246	132	147	122	10	15	100							
SEN0538	330	136	114	111	40	49	138							
SEN0538A	237	45	23	43	11	37	29							
SEN0539	855	181	119	76	33	25	110							
SEN0540	1326	2625	1700	1138	435	1164	667							
SEN0541	237	69	43	36	2	8	12							
SEN0542	561	136	84	82	29	48	59							
SEN0543	1176	2541	1606	1818	985	1529	1659							
SEN0550	582	420	351	486	378	520	398							
SEN0551	342	810	707	421	429	299	172							
SEN0579	561	30	28	28	27	32	20							
SEN0580	2229	523	395	486	482	521	586							
SEN0581	558	51	74	69	111	110	57							
SEN0582	768	219	288	292	246	369	320							
SEN0618	291	350	915	546	2394	3354	16231							
SEN0619	1173	554	1753	877	5378	9178	51760							
SEN0620	954	573	924	872	2200	4015	22996							
SEN0621	1929	3146	2358	2953	1925	3054	15397							
SEN0629	1239	1442	1194	842	1735	972	1034							
SEN0641	576	1698	1325	1311	863	1315	1555							
SEN0655	1404	72	99	85	46	75	65							
SEN0656	927	299	237	290	291	347	351							
SEN0663	486	526	848	3199	7605	20912	2556							
SEN0681	387	11533	9374	7714	4930	7644	45476							
SEN0706	546	636	402	398	196	773	495							
SEN0707	846	652	321	266	165	1166	514							
SEN0708	891	3799	1142	799	1530	10551	5218							
SEN0709	984	699	277	291	206	1289	560							
SEN0710	1269	263	123	114	29	100	41							
SEN0712	1770	11	28	6	47	26	9							
SEN0713	1302	2	12	3	3	13	5							
SEN0714	699	12	20	19	18	18	11							
SEN0715	1080	123	96	112	430	194	134							
SEN0716	777	86	90	81	175	116	105							
SEN0722	909	238	128	172	28	70	152							
SEN0725	252	4820	4180	3788	3033	6517	4509							
SEN0735	1686	1446	1999	917	773	878	512							
SEN0744A	174	151	98	87	8	22	20							
SEN0755	609	663	434	587	124	130	223							
SEN0756	561	756	583	668	117	153	327							
SEN0764	996	789	688	541	341	492	399							
SEN0780	474	422	416	757	652	692	683							
SEN0784	897	279	186	153	60	198	182							
SEN0800	516	187	77	81	74	228	135							
SEN0801	750	537	198	128	121	484	377							
SEN0802	954	753	437	308	124	279	324							
SEN0803	1164	789	439	381	117	309	627							
SEN0804	1686	1000	516	495	244	462	463							
SEN0805	891	2295	2174	2135	2109	3058	3421							
SEN0806	426	1385	1449	1450	758	689	1358							
SEN0807	501	223	182	200	40	32	120							
SEN0813	816	416	482	612	817	532	629							
SEN0814	1212	188	305	289	483	338	345							
SEN0815	621	259	281	303	481	608	242							
SEN0816	1686	1359	1481	2388	1604	2107	3312							
SEN0829	1344	420	258	236	50	88	225							
SEN0830	321	133	131	151	37	67	224							
SEN0831	1488	882	897	938	409	497	1078							
SEN0840	1014	1330	1706	1837	1344	1833	1309							
SEN0853A	378	320	206	192	239	686	281							
SEN0853B	198	187	181	134	207	368	182							
SEN0854	678	1910	2267	1457	236	532	593							
SEN0855	861	296	281	184	80	88	72							
SEN0856	912	385	319	348	356	392	290							
SEN0875	327	401	322	260	106	320	386							
SEN0876	960	1154	614	719	1316	5226	2501							
SEN0893	894	1803	2035	2103	1286	1306	2337							
SEN0905	462	905	564	780	253	451	926							
SEN0906	1215	251	119	130	116	313	171							
SEN0907	1437	209	99	167	28	55	88							
SEN0908A	198	71	55	74	56	59	81							
SEN0909	234	90	66	92	62	72	116							
SEN0910	523	106	81	115	62	58	136							
SEN0912	717	193	119	138	9	19	54							
SEN0912A	1710	298	214	333	64	124	194							
SEN0913	582	94	34	90	58	186	153							
SEN0914	216	23	13	54	29	114	70							
SEN0916A	419	231	240	187	143	113	314							
SEN0917	627	476	403	255	69	121	245							
SEN0918	295	223	158	132	84	243	217							
SEN0920	687	2445	802	814	485	3804	2863							
SEN0921	192	169	180	245	52	76	110							
SEN0925	1110	785	959	1693	903	964	898							
SEN0943	417	1586	1431	1377	890	1109	1097							
SEN0946	549	159	149	245	201	194	233							
SEN0947	780	751	636	845	748	608	1049							
SEN0957	111	2362	1646	2455	1506	3885	1699							
SEN0961	411	981	913	939	545	494	1357							
SEN0973	918	535	562	631	423	454	487							
SEN0974	363	666	423	434	123	509	261							
SEN0986	396	578	395	84	112	111	92							
SEN0988	882	3090	2748	4784	5238	4353	4137							
SEN0989	1497	6142	5004	8758	1647	2269	7395							
SEN0990	681	524	347	541	312	372	497							
SEN0991	1155	956	238	153	90	527	470							
SEN0992	693	490	184	80	183	563	188							
SEN0993	1281	479	282	220	51	153	93							
SEN0994	1107	1373	950	1027	469	714	987							
SEN0995	294	642	521	701	398	876	858							
SEN0996	699	374	509	306	305	282	372							
SEN0998	459	58	35	19	39	96	16							
SEN0999	372	81	30	28	54	197	54							
SEN1000	441	142	82	49	59	311	56							
SEN1001	891	341	240	117	130	552	230							
SEN1002	480	245	118	54	80	256	75							
SEN1003	1392	77	75	51	56	63	17							
SEN1004	2619	198	272	258	229	259	177							
SEN1005	510	162	152	134	14	65	33							
SEN1006	471	61	20	26	6	39	25							
